1 100
5000
100 10
300 13 2 3
200 1 1
200 1 1
200 1 1
300 14 11 13
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
300 8 12 3
200 0 1
200 0 1
200 0 1
200 0 2
200 0 1
300 14 12 8
200 1 1
200 1 1
300 8 13 4
200 1 1
200 1 0
200 0 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 0 2
200 0 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 8 10 6
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 15 7 5
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 8 17 4
200 0 1
200 0 1
200 0 1
200 0 1
300 8 6 15
200 0 1
200 0 1
200 0 2
200 0 1
300 14 12 17
200 1 1
200 1 2
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
300 10 0 12
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
300 11 1 7
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 2
200 0 1
300 13 11 5
200 1 1
200 1 1
200 1 1
300 13 1 13
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 2
200 0 1
300 15 1 5
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 0
200 0 1
200 0 0
200 0 0
200 0 1
300 17 3 3
200 0 2
200 0 2
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 2
200 0 1
200 0 1
200 0 1
200 0 2
200 0 2
200 0 1
200 0 1
200 0 1
300 16 8 13
200 0 1
200 0 1
200 0 2
200 0 1
200 0 1
200 0 1
200 0 1
300 16 5 10
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
300 18 5 20
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 2
300 17 5 9
200 0 1
200 0 1
200 0 1
200 0 2
200 0 1
200 0 1
200 0 2
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 19 5 15
200 0 1
200 0 2
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
300 17 13 7
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 17 2 1
200 0 1
300 20 5 29
200 0 1
200 0 0
200 0 2
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 17 1 24
200 0 1
200 0 1
200 0 1
200 0 2
200 0 1
300 13 11 3
200 1 2
200 1 1
200 1 1
200 1 1
300 14 13 7
200 1 1
200 1 2
200 1 1
300 20 0 1
200 0 1
300 16 1 6
200 0 1
200 0 1
200 0 0
200 0 2
200 0 0
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
300 18 2 12
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 2
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 13 1 20
200 0 1
200 0 1
200 0 1
200 0 2
200 0 1
300 14 1 4
200 0 1
200 0 0
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
300 14 2 4
200 0 1
200 0 2
200 0 1
200 0 0
200 0 1
200 0 1
300 14 1 9
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 18 5 15
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 2
300 18 1 16
200 0 1
200 0 1
200 0 2
200 0 1
300 15 1 7
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 17 3 11
200 0 2
200 0 1
200 0 1
200 0 1
300 17 3 4
200 0 1
200 0 2
200 0 2
200 0 0
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
300 17 3 15
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 12 6 5
200 0 1
200 0 2
200 0 1
300 13 13 2
200 1 0
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 17 3 15
300 15 13 11
200 1 1
200 0 1
200 0 1
200 1 1
200 1 1
200 0 1
200 1 2
200 1 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 17 5 12
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 2
200 0 1
200 0 1
300 5 19 2
200 0 2
200 0 1
200 0 1
200 0 2
300 17 10 25
200 0 1
200 0 2
200 0 1
200 0 2
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 2
200 0 1
300 19 9 7
200 0 1
200 0 1
200 0 1
200 0 1
200 0 2
200 0 2
200 0 1
200 0 1
200 0 0
300 18 11 12
200 0 1
200 0 1
200 0 1
300 18 11 3
200 0 2
200 0 0
200 0 1
200 0 1
300 18 10 3
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
300 17 7 12
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 17 9 12
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 17 3 18
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 2
200 0 1
200 0 1
200 0 0
200 0 1
200 0 2
200 0 1
300 15 8 7
200 0 1
200 0 0
200 0 1
200 0 1
200 0 0
200 0 0
200 0 1
200 0 1
300 12 13 2
200 1 1
200 1 2
200 1 1
300 15 7 1
200 0 0
300 15 1 19
200 0 1
200 0 2
200 0 1
300 16 13 7
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
300 17 11 4
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
300 18 17 5
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 18 17 19
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 0
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
300 17 7 0
300 19 11 30
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 18 11 12
200 1 1
200 1 1
200 1 1
300 16 1 2
300 16 12 6
200 1 1
200 1 1
200 1 1
200 1 1
200 0 1
200 1 2
200 0 1
200 1 1
200 0 1
200 0 1
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
300 16 8 6
200 1 1
200 1 1
200 1 1
300 16 12 7
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
300 15 1 6
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 16 7 10
200 1 1
200 0 1
200 0 1
200 1 1
200 0 1
200 1 1
200 0 1
200 0 1
200 1 2
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 0 1
200 0 1
200 0 1
200 0 1
200 1 1
200 1 1
200 0 1
300 18 1 19
200 0 1
200 0 1
200 0 1
300 13 7 5
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
300 13 8 4
200 1 1
200 1 0
200 1 1
200 1 1
300 13 8 4
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
300 16 12 20
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 2
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 0
200 1 1
300 16 9 13
200 1 0
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 0
200 1 0
200 1 1
300 16 11 11
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 0
200 1 1
200 1 2
200 1 1
200 1 1
300 16 1 5
300 16 10 10
200 1 1
200 1 1
200 0 1
200 0 0
200 1 0
200 0 1
200 1 1
200 0 1
200 1 1
200 0 1
200 0 1
200 1 1
200 1 0
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 0 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 0
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
300 6 9 5
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 15 1 9
300 0 3 1
200 1 1
300 14 16 28
200 1 0
200 0 1
200 0 2
200 0 1
300 16 16 3
200 1 1
200 1 0
300 18 8 16
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
300 20 10 11
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 14 1 4
200 1 1
200 1 1
200 1 1
200 0 1
200 0 1
200 1 2
300 16 12 20
200 1 1
200 0 0
200 0 1
200 0 1
200 1 1
200 1 1
200 0 2
200 0 1
200 1 2
200 1 1
200 1 1
200 0 1
200 0 1
200 1 1
200 0 1
200 1 1
200 1 1
300 16 10 7
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 2
300 17 4 4
200 1 0
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
300 18 1 2
200 1 2
200 1 1
300 16 6 9
200 1 1
200 0 1
200 1 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 19 9 12
200 0 1
200 0 1
200 0 2
200 0 2
200 0 0
300 19 7 7
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
300 16 3 12
200 0 1
200 1 1
300 16 12 1
200 0 1
300 16 14 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
300 15 14 10
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
300 14 10 4
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
300 16 1 13
200 0 1
200 1 1
200 1 1
200 1 1
200 0 1
200 1 1
200 1 1
200 0 1
200 0 1
200 1 1
300 14 13 18
200 1 1
200 1 1
200 0 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 8 17 12
200 1 1
200 1 1
200 1 0
200 1 2
200 1 1
200 1 2
200 1 1
200 1 0
200 1 2
200 1 0
200 1 0
200 1 0
300 16 17 20
200 1 1
200 1 1
200 1 0
200 1 1
300 17 14 8
300 17 12 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 16 14 20
300 11 1 10
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 0 1
200 0 2
200 1 1
200 1 1
200 1 1
200 1 1
200 0 1
200 1 2
200 1 1
200 1 0
200 1 0
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 2
200 1 2
200 1 1
300 12 0 1
200 0 1
300 16 8 27
200 1 2
200 1 1
200 1 2
200 1 2
200 1 1
300 16 12 9
200 1 0
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 17 3 4
200 1 1
200 1 1
200 1 1
200 1 1
300 17 8 9
200 1 1
200 1 1
200 1 0
200 1 1
200 1 2
200 1 1
200 1 0
200 1 2
200 1 1
200 1 1
200 1 2
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
300 17 8 17
200 1 0
200 1 1
200 1 1
200 1 1
300 20 8 1
200 1 0
200 1 0
200 1 1
200 1 1
300 16 13 13
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 2
200 1 2
200 1 0
200 1 2
200 1 1
200 1 1
300 13 11 3
200 1 0
200 1 1
200 1 1
300 16 14 15
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 0
200 1 2
200 1 0
200 1 1
200 1 1
200 1 1
200 1 2
300 5 2 0
300 12 0 1
300 12 1 1
300 20 16 1
200 0 1
200 1 1
200 0 1
200 1 1
200 0 1
200 1 2
300 20 14 5
200 0 1
200 0 1
200 1 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 0 1
200 1 1
300 13 1 11
300 20 12 9
200 1 1
300 18 11 4
200 1 1
200 1 1
200 0 1
200 0 1
200 0 2
200 1 2
200 1 0
300 16 15 10
200 1 2
200 1 1
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 2
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
300 14 9 1
200 1 1
300 16 13 21
200 1 2
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 16 14 16
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
300 11 6 0
300 14 11 2
200 1 1
200 1 2
200 1 1
300 12 13 9
200 1 1
200 1 1
300 13 1 4
200 0 1
200 0 1
200 0 2
200 0 1
300 14 9 8
200 1 1
200 1 1
200 1 1
200 1 1
300 15 1 2
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 2
200 0 1
300 0 4 0
300 16 13 10
200 1 0
200 1 1
200 1 0
200 1 2
200 1 1
200 1 1
300 20 4 1
300 16 1 7
300 13 5 0
300 19 14 2
200 0 1
200 1 1
200 1 1
300 18 13 4
200 0 1
200 1 1
200 1 1
200 1 1
300 16 13 5
200 1 1
200 1 1
200 0 1
200 1 2
200 0 1
200 1 1
200 0 0
200 1 0
200 1 0
200 0 1
200 0 0
200 0 1
200 0 1
200 1 1
200 1 1
200 1 1
200 0 2
200 0 1
200 1 1
200 0 0
200 0 1
200 0 1
200 1 1
200 0 1
200 0 1
200 0 1
200 0 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 14 5 4
300 16 10 15
200 0 1
200 0 1
200 0 1
200 0 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
300 19 1 15
300 16 12 17
200 0 1
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
300 20 1 1
300 19 7 2
200 1 1
200 0 1
200 1 1
300 16 1 5
300 11 1 5
300 16 9 7
200 1 1
200 0 1
200 0 1
200 0 0
200 1 1
200 1 1
200 1 1
200 0 1
200 1 1
200 1 1
200 1 0
200 0 1
200 1 1
200 0 0
200 0 1
200 1 1
200 0 0
200 0 2
200 1 1
200 1 1
300 16 11 13
200 1 1
200 1 1
200 1 1
200 1 0
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
300 17 3 6
200 1 1
200 1 1
200 1 1
200 1 1
300 16 10 12
200 1 1
200 1 2
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 0
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
300 15 5 11
200 1 1
200 1 1
300 16 5 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 13 13 16
200 1 1
300 16 2 0
200 1 2
200 1 1
300 12 1 8
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
300 12 14 1
200 1 1
300 12 5 5
200 0 1
200 0 0
200 0 1
300 16 13 14
200 1 1
200 1 0
200 1 1
200 1 2
200 1 1
200 1 0
200 1 1
200 1 1
300 11 1 8
300 16 12 7
200 0 1
200 0 2
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
300 16 15 12
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
300 18 10 3
200 1 1
200 1 1
200 1 1
300 19 10 2
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 16 13 18
200 1 0
200 1 2
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 10 1 4
200 0 1
200 0 2
200 0 0
300 14 15 13
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 16 15 6
200 1 0
200 1 1
200 1 2
200 1 1
200 1 2
200 1 2
200 1 1
300 9 0 1
300 11 15 12
200 1 2
200 1 2
200 0 1
200 0 1
200 0 2
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 2
200 0 1
200 0 1
200 0 0
200 0 1
200 0 2
200 0 1
200 0 1
200 0 2
200 0 1
300 7 0 16
200 0 2
200 0 1
200 0 0
200 0 1
200 0 1
200 0 2
300 7 2 4
200 0 1
200 0 1
200 0 1
200 0 1
200 0 0
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
200 0 1
300 9 0 16
200 0 0
300 10 13 5
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 20 16 1
200 1 2
200 1 1
200 1 0
300 18 16 5
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
300 10 15 14
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 2
200 1 2
300 11 19 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
300 0 8 0
300 11 18 4
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
300 14 7 3
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 2
200 1 0
300 11 9 20
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
300 16 2 7
200 1 1
200 1 1
200 1 1
300 16 6 7
200 1 1
200 1 2
200 1 2
200 1 2
300 11 17 20
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
300 11 20 11
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 14 17 4
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 2
200 1 1
300 14 18 0
300 15 17 8
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 13 17 3
200 1 2
200 1 1
200 1 0
200 1 1
200 1 2
300 12 19 2
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
300 12 15 9
200 1 1
200 1 2
200 1 1
300 13 19 8
200 1 1
300 14 17 4
200 1 1
200 1 1
200 1 1
200 1 1
300 17 20 10
200 1 1
200 1 1
200 1 1
200 1 1
300 13 20 8
200 1 0
300 11 20 3
200 1 1
200 1 1
200 1 2
200 1 0
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
300 17 18 11
200 1 2
200 1 0
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 2
200 1 0
200 1 1
300 13 17 2
200 1 1
200 1 1
200 1 1
300 13 17 3
200 1 1
200 1 1
200 1 1
300 12 17 4
200 1 1
200 1 1
200 1 1
300 12 19 1
200 1 2
300 17 18 13
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
300 12 20 13
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
300 15 20 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 20 20 1
200 1 1
300 10 15 16
200 1 0
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 9 20 1
200 1 1
300 9 19 2
200 1 2
200 1 0
200 1 1
300 9 19 3
200 1 1
200 1 1
300 10 15 7
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 9 15 10
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
300 10 15 13
200 1 1
200 1 1
200 1 2
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
300 17 13 7
200 1 1
200 1 1
200 1 1
200 1 1
300 19 13 2
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 19 14 7
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 14 13 13
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
300 15 1 2
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
300 15 9 13
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
300 14 8 12
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 2
200 1 1
300 15 5 17
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
300 11 2 3
200 1 1
200 1 1
300 15 8 12
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
300 19 2 3
200 1 1
200 1 1
200 1 1
300 19 4 5
200 1 1
200 1 1
300 14 13 16
200 1 1
200 1 1
200 1 0
200 1 0
200 1 0
300 13 13 6
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 18 13 14
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
300 16 13 10
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 2
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 15 3 4
200 1 1
200 1 1
200 1 1
200 1 1
300 16 13 21
200 1 1
200 1 1
200 1 1
200 1 2
200 1 1
200 1 1
200 1 0
200 1 1
300 14 13 10
200 1 1
200 1 2
200 1 0
200 1 0
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
300 12 16 15
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 2
300 10 9 11
200 1 1
200 0 1
200 1 1
200 0 1
200 1 1
200 0 1
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 1
200 1 1
200 1 0
200 1 1
200 1 1
200 1 2
300 10 9 4
300 7 5 16
200 0 1
200 0 1
200 1 1
200 0 1
200 0 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
200 1 1
300 11 7 14
200 0 1
200 1 1
200 1 1
200 0 2
200 0 1
200 0 1
